date,Uriah,Veylan,Sofi,Neve,Elliot,Riella,Dash,Dario,Eleanor,Mary,Erin
10-31-15,0,0,0,0,0,0,0,0,35,0,0
10-32-05,0,0,0,0,0,32,0,0,0,0,0
10-33-15,0,0,0,0,0,32,0,0,0,0,0
10-37-25,0,0,0,0,0,0,0,0,35,0,0
10-38-05,0,0,0,0,0,38,0,0,0,0,0
10-39-55,0,0,0,0,0,35,0,0,35,0,34
10-40-05,0,33,0,0,0,0,0,0,34,0,0
10-41-05,0,0,0,0,33,0,39,0,0,0,0
10-42-05,0,0,0,0,0,0,32,0,0,0,0
10-43-05,0,36,0,0,0,0,33,0,0,0,0
10-44-05,0,33,0,0,0,0,0,0,0,0,0
10-45-15,0,34,0,0,0,0,0,0,0,0,0
10-46-05,0,34,0,0,0,0,0,0,0,0,0
10-47-15,0,33,0,0,0,0,0,0,0,0,0
10-48-05,0,34,0,0,0,34,0,0,0,0,0
10-49-05,0,36,0,0,0,0,0,0,0,0,0
10-50-25,0,0,0,0,0,0,32,0,0,0,0
10-51-05,0,0,0,0,0,0,34,0,0,0,0
10-52-05,0,0,0,0,0,32,0,0,0,0,0
10-55-35,0,0,0,0,0,0,0,0,41,0,0
10-56-05,0,0,0,0,0,0,33,0,34,0,0
10-57-05,0,0,0,0,0,32,33,0,35,0,32
10-58-05,0,33,0,0,0,0,36,0,33,0,0
10-59-05,0,0,0,0,0,33,32,0,33,0,0
11-00-05,0,33,0,0,0,39,34,0,35,0,0
11-01-05,0,0,0,0,0,0,0,0,33,0,0
11-02-05,0,0,0,0,0,0,33,0,35,0,0
11-03-15,0,0,0,0,0,0,0,0,32,0,0
11-04-15,0,0,0,0,0,33,32,0,34,0,0
11-05-05,0,0,0,0,0,0,0,0,33,0,0
11-06-55,0,0,0,0,0,0,32,0,0,0,0
11-07-05,0,0,0,0,0,0,33,0,0,0,0
11-08-05,0,0,0,0,0,0,32,0,0,0,0
11-09-05,0,0,0,0,0,34,0,0,0,0,0
11-10-05,0,0,0,0,0,51,32,0,0,0,0
11-11-05,0,0,0,0,0,34,0,0,0,0,0
11-12-05,0,0,0,0,0,33,33,0,0,0,0
11-13-15,0,0,0,0,0,33,0,0,0,0,0
11-14-05,0,0,0,0,0,32,0,0,0,0,0
11-15-05,0,0,0,0,0,0,32,0,0,0,0
11-16-05,0,0,0,0,0,0,34,0,0,0,0
11-17-05,0,0,0,0,0,0,0,0,0,0,35
11-18-25,0,32,0,0,0,0,0,0,37,0,0
11-19-05,0,0,0,0,0,34,0,0,0,0,0
11-20-05,0,0,0,0,0,32,33,0,0,0,0
11-21-05,0,0,0,0,0,32,0,0,0,0,0
11-22-05,0,32,0,0,0,32,0,0,0,0,0
11-23-05,0,0,0,0,0,0,0,0,0,0,35
11-27-25,0,0,0,0,0,0,0,0,0,0,35
11-28-05,0,34,0,0,0,0,0,0,32,0,0
11-29-05,0,0,0,0,0,0,0,0,40,0,0
11-30-05,0,0,0,0,33,0,0,0,41,0,0
11-31-05,0,0,0,0,34,0,0,0,40,0,0
11-32-05,0,0,0,0,34,33,32,0,39,0,0
11-33-05,0,33,0,0,32,0,32,0,44,0,0
11-34-05,0,0,0,0,0,0,32,0,36,0,0
11-35-05,0,32,0,0,0,35,35,0,38,0,0
11-36-05,0,0,0,0,0,0,0,0,42,0,0
11-37-05,0,0,0,0,47,32,33,0,34,0,0
11-38-05,0,0,0,0,0,0,34,0,39,0,0
11-39-05,0,0,0,0,0,0,35,0,34,0,0
11-40-05,0,0,0,0,0,32,35,0,0,0,0
11-41-05,0,0,0,0,0,0,35,0,34,0,0
11-42-05,0,0,0,0,0,0,43,0,36,0,0
11-43-05,0,0,0,0,49,0,55,0,0,0,0
11-44-05,0,0,0,0,39,0,38,0,0,0,0
11-45-05,0,33,0,0,0,0,0,0,0,0,0
11-46-05,0,0,0,0,0,0,0,0,46,0,0
11-49-05,0,0,0,0,36,0,0,0,0,0,0
11-50-05,0,0,0,0,0,0,33,0,0,0,0
11-51-05,0,0,0,0,0,0,32,0,0,0,0
11-58-05,0,0,0,0,0,0,0,0,0,0,0
11-59-15,0,0,0,0,0,0,0,0,32,0,0
12-00-35,0,0,0,0,0,0,37,0,0,0,0
12-01-05,0,0,0,0,0,0,33,0,0,0,0
12-02-05,0,0,0,0,0,0,41,0,0,0,0
12-03-35,0,33,0,0,32,0,0,0,0,0,0
12-04-05,0,0,0,0,0,0,34,0,32,0,0
12-05-05,0,0,0,0,0,0,36,0,52,0,0
12-06-05,0,0,0,0,33,0,0,0,0,0,0
12-07-05,0,37,0,0,36,0,0,0,0,0,0
12-08-05,0,36,0,0,0,0,0,0,0,0,0
12-09-05,0,0,0,0,0,0,33,0,0,0,0
12-10-05,0,37,0,0,39,0,39,0,0,0,0
12-11-05,0,41,0,0,0,0,0,0,0,0,0
12-12-05,0,37,0,0,0,0,0,0,0,0,0
12-13-05,0,37,0,0,0,0,0,0,0,0,32
12-14-05,0,47,0,0,0,0,0,0,0,0,32
12-15-05,0,45,0,0,0,0,0,0,0,0,32
12-16-05,0,43,0,0,32,0,0,0,0,0,0
12-17-05,0,40,0,0,39,0,0,0,0,0,32
12-18-05,0,41,0,0,36,0,0,0,0,0,0
12-19-05,0,36,0,0,35,0,0,0,0,0,0
12-20-05,0,42,0,0,37,0,0,0,0,0,0
12-21-05,0,40,0,0,39,0,0,0,0,0,0
12-22-05,0,48,0,0,34,0,0,0,0,0,0
12-23-05,0,41,0,0,36,0,0,0,0,0,0
12-24-05,0,32,0,0,32,0,0,0,0,0,0
12-25-05,0,48,0,0,33,0,0,0,0,0,33
12-26-05,0,35,0,0,33,0,0,0,0,0,0
12-27-05,0,45,0,0,32,0,0,0,0,0,0
12-28-05,0,41,0,0,32,0,0,0,0,0,0
12-29-05,0,35,0,0,33,0,0,0,0,0,0
12-30-05,0,39,0,0,33,0,0,0,0,0,0
12-31-05,0,34,0,0,33,0,0,0,0,0,0
12-32-05,0,32,0,0,34,0,0,0,0,0,0
12-33-05,0,33,0,0,32,0,0,0,0,0,0
12-34-05,0,33,0,0,35,0,0,0,0,0,0
12-35-05,0,36,0,0,32,0,0,0,0,0,33
12-36-05,0,32,0,0,0,0,0,0,0,0,0
12-37-05,0,0,0,0,32,0,0,0,0,0,34
12-38-05,0,35,0,0,33,0,0,0,0,0,32
12-39-05,0,32,0,0,32,0,0,0,0,0,33
12-40-05,0,0,0,0,0,47,0,0,0,0,35
12-41-05,0,0,0,0,0,0,0,0,0,0,35
12-42-05,0,0,0,0,0,0,0,0,0,0,32
12-43-05,0,0,0,0,0,0,0,0,34,0,0
12-44-05,0,0,0,0,37,0,0,0,32,0,0
12-45-05,0,0,0,0,33,0,0,0,0,0,0
12-46-05,0,0,0,0,36,0,0,0,0,0,0
12-47-05,0,0,0,0,32,0,0,0,0,0,32
12-48-05,0,33,0,0,0,33,34,0,33,0,32
12-49-05,0,37,0,0,0,46,44,0,38,0,0
12-50-05,0,36,0,0,0,42,39,0,36,0,0
12-51-05,0,57,0,0,0,56,53,0,33,0,0
12-52-05,0,57,0,0,35,56,54,0,33,0,0
12-53-05,0,60,0,0,41,51,53,0,34,0,0
12-54-05,0,59,0,0,41,51,54,0,34,0,0
12-55-05,0,59,0,0,41,52,52,0,40,0,32
12-56-05,0,59,0,0,45,51,50,0,51,0,33
12-57-05,0,59,0,0,35,51,44,0,0,0,0
12-58-05,0,59,0,0,36,52,44,0,45,0,0
12-59-05,0,59,0,0,36,51,45,0,55,0,0
